TIME,BIN1,BIN2,BIN3,BIN4,BIN5,BIN6,BIN7,BIN8,BIN9,BIN10,BIN11,BIN12,BIN13,BIN14,BIN15,BIN16,BIN17,BIN18,BIN19,BIN20,BIN21
138.135510,-120.595734,22.266373,32.926945,7.054866,33.660477,20.087612,8.826008,8.234816,7.627891,19.865330,-1.674133,4.149820,1.403390,14.982380,3.455494,14.673846,-11.715381,5.758280,8.034798,0.869391,-10.944282
138.158730,-133.970688,13.655365,41.535206,7.914067,25.389524,28.183491,6.686702,5.996288,0.959276,27.976906,-0.471995,9.934563,0.239222,5.219333,5.694026,11.980652,-15.476447,7.394746,7.470714,1.144284,-12.195688
138.181950,-132.315674,21.392784,40.697609,10.664963,16.628941,41.479019,9.098279,-1.625321,-14.313873,24.165127,-4.654215,10.570983,-0.487000,-6.047699,9.946545,16.832043,-18.053055,2.886173,3.228220,-3.275740,-8.023422
138.205170,-126.791962,46.348354,23.032051,10.137371,11.639071,38.165535,13.184482,-4.531050,-26.425243,22.486645,-2.861236,2.153830,-1.820141,-2.150072,11.250657,16.370291,-18.125313,-1.802149,0.455446,1.722863,-9.490960
138.228390,-145.110840,69.660355,-9.584756,14.796185,8.448555,28.803661,16.028101,0.979442,-34.271286,21.205931,4.431145,-6.431705,-2.506619,0.064472,11.335316,4.585847,-11.673643,0.540880,2.936294,2.540695,-17.836546
138.251610,-163.414505,68.148178,-22.638029,17.402996,7.108985,15.865548,19.581711,7.634614,-42.055634,21.013451,7.250696,-7.573379,-9.049800,-1.474389,10.946440,0.214250,-14.782954,-1.325979,-2.483440,-1.725844,-17.950333
138.274830,-165.658188,71.260818,-24.212093,11.383249,18.952669,2.378712,17.291512,9.557137,-42.397438,17.104574,6.525599,-0.144565,-16.253593,4.348425,11.342720,5.372648,-14.336781,-1.438153,-6.329473,-6.482214,-14.082722
138.298050,-175.989349,73.565094,-30.078716,5.411744,28.040041,3.103715,5.372987,18.459290,-35.955547,9.176579,-3.480352,9.764091,-14.379583,-2.271359,13.927851,8.322269,-11.429029,-2.095135,-1.458324,-6.008520,-14.671628
138.321270,-185.231079,75.665665,-35.514175,6.905335,27.888073,10.762981,-5.491693,17.694950,-29.412228,4.939827,-10.520748,14.074800,-3.233643,-12.253068,7.238614,4.241652,-10.884726,-3.347897,-5.657981,-5.640241,-14.936186
138.344490,-189.174179,93.853012,-42.629097,2.442678,26.259033,24.763187,-9.823313,12.863665,-22.304047,9.019281,-13.316943,12.910357,7.576804,-15.727855,5.784570,7.721926,-1.723489,-6.520810,-9.304629,-0.376683,-10.185236
138.367710,-187.299911,99.419418,-48.160789,-1.769416,17.429050,26.909996,-25.171801,3.429976,-27.183784,14.054421,-10.073021,9.828014,13.594725,-12.628925,10.304504,11.112470,4.380755,-3.493458,-11.274008,4.299008,-0.084713
138.390930,-175.463943,93.660675,-47.756340,-1.532157,11.876865,24.049110,-28.530123,1.655799,-26.738297,11.082684,-4.556202,10.100677,9.831488,-8.496826,12.082134,10.414473,1.597239,-6.013668,-8.474548,-1.503728,-2.721379
138.414150,-170.713043,91.142921,-45.361237,-2.929873,13.128273,17.001076,-27.816235,1.375861,-22.209946,2.966895,0.180153,15.216103,5.722629,-11.429632,15.123007,8.314731,-6.595750,-13.183059,-4.600259,-6.295855,-7.634458
